,Year,Reporter,Import/Export,Partner,Description,Value_USD
40719,2023,Mexico,Export,USA,Paper and wood,3016731150.0
92994,2023,Denmark,Export,Sweden,"Minerals, stone, and their products",1309760418.63
40730,2023,Denmark,Import,China,"Machinery, appliances, and tools",3015911698.209
27930,2023,Poland,Export,Germany,Furniture and decor,4241198605.0
92777,2023,Netherlands,Export,Spain,Plant products,1313237024.203
90309,2023,Canada,Export,Germany,"Machinery, appliances, and tools",1352298689.945
92921,2023,Malaysia,Export,Türkiye,Metals,1310718535.223
39075,2023,Rep. of Korea,Export,France,Vehicles and their parts,3134789522.0
39100,2023,Mexico,Import,Philippines,"Machinery, appliances, and tools",3132708132.0
39121,2023,Japan,Export,United Arab Emirates,Unspecified,3131226676.214
90466,2023,Netherlands,Export,Spain,Miscellaneous food products,1349683842.96
39127,2023,"Other Asia, nes",Export,USA,plastics and rubber,3130713469.236
28656,2023,China,Import,Saudi Arabia,Chemicals and pharmaceuticals,4149869168.0
28645,2023,Spain,Export,Türkiye,Vehicles and their parts,4151002699.12
90463,2023,India,Export,Germany,Chemicals and pharmaceuticals,1349730672.914
39134,2023,Brazil,Import,USA,plastics and rubber,3130377147.0
39194,2023,France,Import,Switzerland,"Machinery, appliances, and tools",3125987087.8129997
39203,2023,Japan,Export,Indonesia,Metals,3125575193.381
92818,2023,Sweden,Import,France,Vehicles and their parts,1312526926.6799998
28643,2023,Italy,Export,United Kingdom,Vehicles and their parts,4151104703.9269996
92835,2023,Spain,Export,Morocco,Vehicles and their parts,1312117066.32
90442,2023,USA,Import,United Kingdom,plastics and rubber,1350145194.0
39280,2023,United Kingdom,Import,Netherlands,Plant products,3118509020.633
39313,2023,Rep. of Korea,Export,China,Cosmetics and soaps,3115925614.0
39343,2023,USA,Export,United Kingdom,Furniture and decor,3113635516.0
28577,2023,Portugal,Import,Spain,Metals,4158637636.4110003
28569,2023,Türkiye,Export,France,Vehicles and their parts,4159554305.0
39386,2023,China,Export,Canada,Furniture and decor,3110226264.0
39395,2023,Switzerland,Export,Thailand,Metals,3109705393.425
28550,2023,Zambia,Export,Switzerland,Metals,4161911163.14
28547,2023,Italy,Export,Spain,Metals,4162442583.921
39256,2023,"China, Hong Kong SAR",Import,Singapore,Metals,3120100840.0210004
92817,2023,Germany,Export,China,Miscellaneous food products,1312530551.399
90475,2023,Rep. of Korea,Export,Czechia,"Machinery, appliances, and tools",1349562892.0
92816,2023,Romania,Import,Slovakia,"Machinery, appliances, and tools",1312543976.71
28810,2023,China,Export,Rep. of Korea,Furniture and decor,4129660374.0
38791,2023,France,Export,Türkiye,"Machinery, appliances, and tools",3155327362.635
38833,2023,Netherlands,Export,France,Vehicles and their parts,3152132405.249
38837,2023,Germany,Export,Netherlands,Paper and wood,3151856719.595
38842,2023,Germany,Import,Czechia,"Minerals, stone, and their products",3151245425.462
38848,2023,Rep. of Korea,Import,Algeria,"Minerals, stone, and their products",3150794562.0
38866,2023,Italy,Export,Romania,"Machinery, appliances, and tools",3149723867.503
28771,2023,Nigeria,Export,France,"Minerals, stone, and their products",4136208583.48
28770,2023,Türkiye,Export,Germany,Textiles and clothing,4136442488.0
92789,2023,USA,Import,Qatar,"Minerals, stone, and their products",1313014178.0
38895,2023,United Kingdom,Import,France,Chemicals and pharmaceuticals,3147763286.1949997
92791,2023,Italy,Export,Slovakia,"Machinery, appliances, and tools",1312994283.723
28748,2023,Sweden,Export,Denmark,"Machinery, appliances, and tools",4138568196.5579996
92795,2023,Bolivia (Plurinational State of),Export,India,Metals,1312947784.26
38920,2023,USA,Export,Netherlands,Vehicles and their parts,3145837966.0
38927,2023,Poland,Export,Spain,"Machinery, appliances, and tools",3145086386.0
28744,2023,New Zealand,Import,China,"Machinery, appliances, and tools",4139057054.693
28738,2023,USA,Import,Thailand,Metals,4139759661.0
38930,2023,Germany,Import,Switzerland,plastics and rubber,3144887627.6080003
90503,2023,"Other Asia, nes",Import,Malaysia,"Minerals, stone, and their products",1349163128.341
38957,2023,USA,Import,Singapore,Miscellaneous food products,3142835176.0
38971,2023,USA,Import,Guyana,"Minerals, stone, and their products",3142023016.0
28700,2023,Portugal,Import,Spain,Vehicles and their parts,4144187696.6489997
39044,2023,Rep. of Korea,Export,Philippines,"Minerals, stone, and their products",3137809207.0
28699,2023,Singapore,Import,Indonesia,"Minerals, stone, and their products",4144353617.492
39398,2023,Spain,Export,Italy,Textiles and clothing,3109469947.522
39411,2023,China,Export,Canada,plastics and rubber,3108174603.0
39413,2023,Poland,Export,Czechia,Metals,3107964476.0
39471,2023,India,Export,Belgium,Metals,3103676405.886
39697,2023,Germany,Import,Switzerland,Unspecified,3087046683.045
39707,2023,USA,Export,Türkiye,Vehicles and their parts,3086314631.0
39713,2023,Germany,Import,Portugal,"Machinery, appliances, and tools",3085423122.5299997
39726,2023,Rep. of Korea,Import,China,Animal products,3084623365.0
39727,2023,Singapore,Import,Malaysia,Metals,3084602138.202
39728,2023,Hungary,Export,Czechia,"Machinery, appliances, and tools",3084539510.0
90337,2023,Colombia,Import,France,Vehicles and their parts,1351797966.89
39777,2023,Poland,Import,Rep. of Korea,"Machinery, appliances, and tools",3080927705.0
39781,2023,Germany,Export,"China, Hong Kong SAR","Machinery, appliances, and tools",3080665819.571
39792,2023,Sweden,Export,Germany,Metals,3079505360.4440002
28327,2023,China,Export,Japan,Plant products,4189273644.0
39839,2023,France,Import,USA,Chemicals and pharmaceuticals,3076457360.993
28324,2023,India,Import,Rep. of Korea,Metals,4189419799.009
39841,2023,Germany,Import,Denmark,"Machinery, appliances, and tools",3076398496.728
39859,2023,Ghana,Export,Switzerland,Metals,3075133539.462
39890,2023,China,Export,Uzbekistan,Vehicles and their parts,3073164626.0
28286,2023,Romania,Import,China,"Machinery, appliances, and tools",4194432081.84
92908,2023,Hungary,Export,Italy,Vehicles and their parts,1310882758.0
39906,2023,India,Export,Germany,"Machinery, appliances, and tools",3072209089.752
28280,2023,Rep. of Korea,Import,Japan,"Minerals, stone, and their products",4195095161.0
28267,2023,Japan,Export,Rep. of Korea,Unspecified,4196800587.93
39923,2023,Switzerland,Export,Singapore,Metals,3071077688.4979997
28253,2023,Czechia,Export,France,Vehicles and their parts,4198551584.0
39931,2023,Philippines,Import,Singapore,"Machinery, appliances, and tools",3070124740.0
28249,2023,Türkiye,Import,Russian Federation,Miscellaneous food products,4198997399.0
28337,2023,USA,Import,Spain,"Minerals, stone, and their products",4188456599.0
28216,2023,Austria,Import,Germany,Chemicals and pharmaceuticals,4202153840.224
92890,2023,Japan,Export,Malaysia,Unspecified,1311096334.792
39679,2023,Morocco,Import,Spain,"Minerals, stone, and their products",3088274858.671
28542,2023,United Kingdom,Import,Germany,Miscellaneous food products,4163001342.844
39494,2023,Germany,Export,Norway,"Machinery, appliances, and tools",3102955034.677
90403,2023,Spain,Import,Italy,Miscellaneous food products,1350827439.58
32342,2023,Cambodia,Import,China,Textiles and clothing,3726382598.94
28522,2023,Nigeria,Export,Indonesia,"Minerals, stone, and their products",4165139250.991
39525,2023,Malaysia,Export,China,Metals,3100228292.945
90393,2023,United Kingdom,Export,Brazil,"Machinery, appliances, and tools",1350926474.964
39552,2023,Canada,Export,USA,Cosmetics and soaps,3098499930.8
39557,2023,Japan,Export,USA,"Minerals, stone, and their products",3098186359.871
28520,2023,USA,Import,France,Unspecified,4165390239.0
28491,2023,France,Import,Germany,Paper and wood,4169414164.988
39563,2023,Thailand,Export,Japan,Animal products,3097848767.792
28483,2023,China,Export,Israel,"Machinery, appliances, and tools",4170670647.0
90381,2023,USA,Import,Australia,Chemicals and pharmaceuticals,1351147714.0
39601,2023,Cambodia,Export,USA,Textiles and clothing,3094913304.89
39605,2023,Germany,Export,Portugal,Vehicles and their parts,3094748464.274
39609,2023,USA,Import,Brazil,Vehicles and their parts,3094557635.0
28468,2023,Saudi Arabia,Export,Thailand,Unspecified,4172164887.696
28462,2023,Italy,Import,Poland,"Machinery, appliances, and tools",4173236261.4170003
90364,2023,"China, Hong Kong SAR",Export,Poland,"Machinery, appliances, and tools",1351393559.839
28362,2023,Saudi Arabia,Export,Italy,Unspecified,4185058062.3069997
39647,2023,South Africa,Export,Mozambique,"Minerals, stone, and their products",3091498857.281
39649,2023,USA,Export,Belgium,Metals,3091406930.0
39654,2023,"China, Hong Kong SAR",Import,China,Miscellaneous food products,3090811918.503
28357,2023,China,Export,Greece,"Machinery, appliances, and tools",4185310320.0
39681,2023,Germany,Import,France,Cosmetics and soaps,3088123782.294
27779,2023,Rep. of Korea,Export,Australia,Vehicles and their parts,4266555195.0
29941,2023,Malaysia,Import,Germany,"Machinery, appliances, and tools",3988636385.035
29942,2023,China,Import,France,Chemicals and pharmaceuticals,3988627480.0
33721,2023,Chile,Import,USA,"Machinery, appliances, and tools",3592456995.1780005
33727,2023,"China, Hong Kong SAR",Export,Thailand,Metals,3591983028.723
31537,2023,USA,Export,Philippines,"Machinery, appliances, and tools",3811799810.0
33735,2023,France,Import,Italy,"Minerals, stone, and their products",3591365366.772
31527,2023,India,Export,Israel,"Minerals, stone, and their products",3812777190.8900003
33763,2023,China,Import,Switzerland,Chemicals and pharmaceuticals,3588501512.0
91644,2023,Germany,Import,Spain,"Minerals, stone, and their products",1331111668.225
31515,2023,Indonesia,Import,Japan,Metals,3814729018.0
31492,2023,China,Export,"China, Hong Kong SAR",Plant products,3817123122.0
31479,2023,Germany,Export,United Arab Emirates,"Machinery, appliances, and tools",3818519313.236
31454,2023,Indonesia,Import,Nigeria,"Minerals, stone, and their products",3821896263.0
33701,2023,Germany,Import,Czechia,plastics and rubber,3593673476.287
33780,2023,Japan,Export,Panama,Vehicles and their parts,3587452568.814
31450,2023,United Kingdom,Import,France,"Minerals, stone, and their products",3821979667.267
33786,2023,Rep. of Korea,Export,Viet Nam,plastics and rubber,3586909150.0
31446,2023,United Arab Emirates,Import,South Africa,Metals,3822635690.7050004
33793,2023,Saudi Arabia,Export,Malta,Unspecified,3586430556.473
33798,2023,Saudi Arabia,Export,China,Chemicals and pharmaceuticals,3586099954.3469996
33828,2023,China,Export,United Kingdom,Unspecified,3582605228.0
31419,2023,United Kingdom,Import,Switzerland,Metals,3825934971.293
92165,2023,Finland,Export,USA,"Minerals, stone, and their products",1323337224.664
33858,2023,Singapore,Export,Malaysia,Metals,3579597801.535
92166,2023,China,Import,Equatorial Guinea,"Minerals, stone, and their products",1323331863.0
33866,2023,China,Import,Singapore,Metals,3578651350.0
33783,2023,Netherlands,Import,Germany,Paper and wood,3587207337.481
33700,2023,Austria,Import,USA,Chemicals and pharmaceuticals,3593694525.342
92137,2023,Japan,Import,Thailand,Miscellaneous food products,1323694000.124
91661,2023,Japan,Import,France,Vehicles and their parts,1330943624.9650002
33464,2023,China,Import,Kazakhstan,Metals,3616379129.0
31679,2023,India,Export,Australia,"Minerals, stone, and their products",3796079503.8620005
33483,2023,France,Import,Spain,plastics and rubber,3614820211.0759997
33532,2023,Finland,Import,Germany,"Machinery, appliances, and tools",3611113165.9509997
31661,2023,Belgium,Import,USA,"Minerals, stone, and their products",3797658888.3640003
33536,2023,Italy,Export,Germany,Plant products,3610599556.869
31651,2023,Ireland,Import,France,Chemicals and pharmaceuticals,3798587857.3370004
92115,2023,India,Export,Iraq,"Minerals, stone, and their products",1324040077.859
33560,2023,Italy,Import,France,Textiles and clothing,3608091126.124
91689,2023,USA,Import,Finland,"Minerals, stone, and their products",1330469945.0
92116,2023,Portugal,Import,France,"Machinery, appliances, and tools",1324039650.2779999
33585,2023,Germany,Export,China,plastics and rubber,3605505212.748
31607,2023,Ireland,Export,Switzerland,Chemicals and pharmaceuticals,3804311057.5550003
91683,2023,Czechia,Import,Azerbaijan,"Minerals, stone, and their products",1330514951.0
31576,2023,USA,Import,Belgium,Metals,3807929508.0
92128,2023,India,Import,Japan,Vehicles and their parts,1323800942.105
33628,2023,China,Export,Chile,Textiles and clothing,3601269360.0
33644,2023,USA,Export,Belgium,Vehicles and their parts,3599490478.0
91672,2023,Rep. of Korea,Import,China,Paper and wood,1330774576.0
33646,2023,Singapore,Export,USA,"Minerals, stone, and their products",3599214187.896
31573,2023,France,Import,Netherlands,Plant products,3808200641.368
31564,2023,Ireland,Import,Israel,"Machinery, appliances, and tools",3808855457.6429996
33684,2023,France,Import,Italy,Miscellaneous food products,3594794036.046
31559,2023,Japan,Export,Rep. of Korea,Chemicals and pharmaceuticals,3809436319.3219995
33689,2023,China,Export,Peru,"Machinery, appliances, and tools",3594519658.0
91616,2023,China,Export,Türkiye,"Minerals, stone, and their products",1331601691.0
31410,2023,Switzerland,Export,Japan,Chemicals and pharmaceuticals,3826742884.056
31403,2023,Germany,Import,Rep. of Korea,Vehicles and their parts,3827534706.085
33893,2023,Malaysia,Import,Rep. of Korea,"Minerals, stone, and their products",3575898492.4760003
31264,2023,Netherlands,Export,Belgium,Plant products,3842155664.698
31255,2023,Belgium,Export,France,Vehicles and their parts,3842845682.5490003
31230,2023,China,Export,Netherlands,Chemicals and pharmaceuticals,3845255461.0
34155,2023,Japan,Import,Brazil,Miscellaneous food products,3551059175.797
92209,2023,USA,Import,United Arab Emirates,Unspecified,1322793467.0
91552,2023,Ireland,Export,Netherlands,Animal products,1332815972.473
91551,2023,India,Import,Saudi Arabia,Vehicles and their parts,1332825073.128
34184,2023,Canada,Import,Switzerland,Chemicals and pharmaceuticals,3548442280.585
31212,2023,Poland,Import,Germany,Chemicals and pharmaceuticals,3847245482.0
34200,2023,United Kingdom,Export,Italy,"Machinery, appliances, and tools",3546842441.9960003
34204,2023,Italy,Export,Spain,Vehicles and their parts,3546407723.759
31202,2023,Saudi Arabia,Import,United Arab Emirates,"Minerals, stone, and their products",3848589264.053
31193,2023,Indonesia,Import,Rep. of Korea,"Machinery, appliances, and tools",3849694504.0
34223,2023,Switzerland,Import,Germany,plastics and rubber,3544108360.335
91542,2023,France,Import,Malaysia,"Machinery, appliances, and tools",1333066873.289
91541,2023,USA,Import,Netherlands,Metals,1333075950.0
92224,2023,Singapore,Export,"Other Asia, nes","Minerals, stone, and their products",1322600235.1520002
92227,2023,Japan,Export,Thailand,Chemicals and pharmaceuticals,1322580258.322
34243,2023,USA,Import,Australia,Animal products,3542178542.0
91534,2023,Netherlands,Import,Poland,Animal products,1333152381.0939999
34245,2023,Indonesia,Import,China,Chemicals and pharmaceuticals,3541985132.0
91531,2023,Belgium,Import,China,Chemicals and pharmaceuticals,1333172376.603
34259,2023,Greece,Import,Kazakhstan,"Minerals, stone, and their products",3540752413.153
91525,2023,Rep. of Korea,Export,USA,Cosmetics and soaps,1333247230.0
34271,2023,USA,Import,Peru,Plant products,3539558962.0
34134,2023,France,Export,China,Vehicles and their parts,3552946266.475
33455,2023,Germany,Import,Sweden,Metals,3617478404.013
91561,2023,Mexico,Import,Canada,"Minerals, stone, and their products",1332699137.0
